Source Term,Mapped Term Label,Mapped Term IRI,Mapped Ontology IRI,Mapping Score
eczema dermatitis,atopic eczema,http://www.ebi.ac.uk/efo/EFO_0000274,http://www.ebi.ac.uk/efo/efo.owl#,0.6649898974227811
eczema dermatitis,dermatitis,http://purl.obolibrary.org/obo/MONDO_0002406,http://www.ebi.ac.uk/efo/efo.owl#,0.5922020028175261
psoriasis,psoriasis,http://www.ebi.ac.uk/efo/EFO_0000676,http://www.ebi.ac.uk/efo/efo.owl#,0.9914125330550414
psoriasis,parapsoriasis,http://www.ebi.ac.uk/efo/EFO_1000747,http://www.ebi.ac.uk/efo/efo.owl#,0.6936467052869251
psoriasis,guttate psoriasis,http://purl.obolibrary.org/obo/MONDO_0023297,http://www.ebi.ac.uk/efo/efo.owl#,0.6763060057744757
chronic skin ulcers,chronic ulcer of skin,http://www.ebi.ac.uk/efo/EFO_0007066,http://www.ebi.ac.uk/efo/efo.owl#,0.9165547562597289
chronic skin ulcers,Skin ulcer,http://purl.obolibrary.org/obo/HP_0200042,http://www.ebi.ac.uk/efo/efo.owl#,0.7177015101477773
chronic skin ulcers,Chronic,http://purl.obolibrary.org/obo/HP_0011010,http://www.ebi.ac.uk/efo/efo.owl#,0.6298624016258464
malabsorption coeliac disease,Malabsorption,http://purl.obolibrary.org/obo/HP_0002024,http://www.ebi.ac.uk/efo/efo.owl#,0.6888385617872004
malabsorption coeliac disease,malabsorption syndrome,http://www.ebi.ac.uk/efo/EFO_0009554,http://www.ebi.ac.uk/efo/efo.owl#,0.6107130568260198
malabsorption coeliac disease,celiac disease,http://www.ebi.ac.uk/efo/EFO_0001060,http://www.ebi.ac.uk/efo/efo.owl#,0.5196663059829877
duodenal ulcer,duodenal ulcer,http://www.ebi.ac.uk/efo/EFO_0004607,http://www.ebi.ac.uk/efo/efo.owl#,0.9890583476882241
duodenal ulcer,duodenal disease,http://purl.obolibrary.org/obo/MONDO_0002866,http://www.ebi.ac.uk/efo/efo.owl#,0.6891241483594279
duodenal ulcer,Duodenal atresia,http://www.orpha.net/ORDO/Orphanet_1203,http://www.ebi.ac.uk/efo/efo.owl#,0.6233199731357949
diverticular disease diverticulitis,diverticular disease,http://www.ebi.ac.uk/efo/EFO_0009959,http://www.ebi.ac.uk/efo/efo.owl#,0.9209127007591054
diverticular disease diverticulitis,diverticulitis,http://www.ebi.ac.uk/efo/EFO_1001460,http://www.ebi.ac.uk/efo/efo.owl#,0.8949861679452233
diverticular disease diverticulitis,diverticulitis of colon,http://purl.obolibrary.org/obo/MONDO_0001674,http://www.ebi.ac.uk/efo/efo.owl#,0.7502751487569033
colitis not crohns ulcerative colitis,ulcerative colitis,http://www.ebi.ac.uk/efo/EFO_0000729,http://www.ebi.ac.uk/efo/efo.owl#,0.7664834306045869
colitis not crohns ulcerative colitis,colitis,http://www.ebi.ac.uk/efo/EFO_0003872,http://www.ebi.ac.uk/efo/efo.owl#,0.6837542128238163
colitis not crohns ulcerative colitis,Dysplasia in Ulcerative Colitis,http://www.ebi.ac.uk/efo/EFO_1000226,http://www.ebi.ac.uk/efo/efo.owl#,0.6279664316381194
rectal colon adenoma polyps,colon adenoma,http://purl.obolibrary.org/obo/MONDO_0000527,http://www.ebi.ac.uk/efo/efo.owl#,0.6990009925956491
rectal colon adenoma polyps,colorectal adenoma,http://www.ebi.ac.uk/efo/EFO_0005406,http://www.ebi.ac.uk/efo/efo.owl#,0.6889987390667817
rectal colon adenoma polyps,adenomatous colon polyp,http://www.ebi.ac.uk/efo/EFO_1000633,http://www.ebi.ac.uk/efo/efo.owl#,0.6487003663968842
inflammatory bowel disease,inflammatory bowel disease,http://www.ebi.ac.uk/efo/EFO_0003767,http://www.ebi.ac.uk/efo/efo.owl#,0.9950695868550665
inflammatory bowel disease,inflammatory disease,http://www.ebi.ac.uk/efo/EFO_0009903,http://www.ebi.ac.uk/efo/efo.owl#,0.8331383052095396
inflammatory bowel disease,Neonatal inflammatory skin and bowel disease,http://www.orpha.net/ORDO/Orphanet_294023,http://www.ebi.ac.uk/efo/efo.owl#,0.8021695460630033
crohns disease,Crohn's disease,http://www.ebi.ac.uk/efo/EFO_0000384,http://www.ebi.ac.uk/efo/efo.owl#,0.6663775671309113
crohns disease,oral Crohn's disease,http://www.ebi.ac.uk/efo/EFO_0005625,http://www.ebi.ac.uk/efo/efo.owl#,0.6194306432545251
crohns disease,perianal Crohn's disease,http://www.ebi.ac.uk/efo/EFO_0005627,http://www.ebi.ac.uk/efo/efo.owl#,0.5760485059069461
ulcerative colitis,ulcerative colitis,http://www.ebi.ac.uk/efo/EFO_0000729,http://www.ebi.ac.uk/efo/efo.owl#,0.9896142467416237
ulcerative colitis,Dysplasia in Ulcerative Colitis,http://www.ebi.ac.uk/efo/EFO_1000226,http://www.ebi.ac.uk/efo/efo.owl#,0.8107735958941731
ulcerative colitis,ulcerative stomatitis,http://purl.obolibrary.org/obo/MONDO_0004848,http://www.ebi.ac.uk/efo/efo.owl#,0.7190921675427787
rheumatoid arthritis,rheumatoid arthritis,http://www.ebi.ac.uk/efo/EFO_0000685,http://www.ebi.ac.uk/efo/efo.owl#,0.9928952994597483
rheumatoid arthritis,ACPA-positive rheumatoid arthritis,http://www.ebi.ac.uk/efo/EFO_0009459,http://www.ebi.ac.uk/efo/efo.owl#,0.732549551088667
rheumatoid arthritis,ACPA-negative rheumatoid arthritis,http://www.ebi.ac.uk/efo/EFO_0009460,http://www.ebi.ac.uk/efo/efo.owl#,0.7045114700997148
osteoarthritis,osteoarthritis,http://purl.obolibrary.org/obo/MONDO_0005178,http://www.ebi.ac.uk/efo/efo.owl#,0.9959563600401622
osteoarthritis,"osteoarthritis, hand",http://www.ebi.ac.uk/efo/EFO_1000789,http://www.ebi.ac.uk/efo/efo.owl#,0.822355214256009
osteoarthritis,"osteoarthritis, spine",http://www.ebi.ac.uk/efo/EFO_1000787,http://www.ebi.ac.uk/efo/efo.owl#,0.8185964311836206
gout,gout,http://www.ebi.ac.uk/efo/EFO_0004274,http://www.ebi.ac.uk/efo/efo.owl#,0.9968744044526353
post traumatic stress disorder,post-traumatic stress disorder,http://www.ebi.ac.uk/efo/EFO_0001358,http://www.ebi.ac.uk/efo/efo.owl#,0.8268968333314841
post traumatic stress disorder,post-traumatic stress disorder symptom measurement,http://www.ebi.ac.uk/efo/EFO_0008535,http://www.ebi.ac.uk/efo/efo.owl#,0.6887134547107824
anorexia bulimia other eating disorder,Anorexia,http://purl.obolibrary.org/obo/HP_0002039,http://www.ebi.ac.uk/efo/efo.owl#,0.6242929838860927
atrial fibrillation,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,http://www.ebi.ac.uk/efo/efo.owl#,0.9957783446796051
atrial fibrillation,Familial atrial fibrillation,http://www.orpha.net/ORDO/Orphanet_334,http://www.ebi.ac.uk/efo/efo.owl#,0.8638294035893193
atrial fibrillation,post-operative atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0009952,http://www.ebi.ac.uk/efo/efo.owl#,0.720521297609799
emphysema,emphysema,http://www.ebi.ac.uk/efo/EFO_0000464,http://www.ebi.ac.uk/efo/efo.owl#,0.9969033124836231
emphysema,interstitial emphysema,http://purl.obolibrary.org/obo/MONDO_0000923,http://www.ebi.ac.uk/efo/efo.owl#,0.728145010942312
emphysema,Congenital lobar emphysema,http://www.orpha.net/ORDO/Orphanet_1928,http://www.ebi.ac.uk/efo/efo.owl#,0.6953400369556528
high cholesterol,cholesterol,http://purl.obolibrary.org/obo/CHEBI_16113,http://www.ebi.ac.uk/efo/efo.owl#,0.8364981873957164
high cholesterol,cholesterol ester,http://purl.obolibrary.org/obo/CHEBI_17002,http://www.ebi.ac.uk/efo/efo.owl#,0.7248772779889537
high cholesterol,high density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004612,http://www.ebi.ac.uk/efo/efo.owl#,0.6446821848498243
hiatus hernia,Hiatus hernia,http://purl.obolibrary.org/obo/HP_0002036,http://www.ebi.ac.uk/efo/efo.owl#,0.9870524078423192
hiatus hernia,Hernia,http://purl.obolibrary.org/obo/HP_0100790,http://www.ebi.ac.uk/efo/efo.owl#,0.614484479996914
sciatica,Sciatica,http://purl.obolibrary.org/obo/HP_0011868,http://www.ebi.ac.uk/efo/efo.owl#,0.9961423814361616
sciatica,sciatic nerve,http://purl.obolibrary.org/obo/UBERON_0001322,http://www.ebi.ac.uk/efo/efo.owl#,0.6156568426813595
sciatica,sciatic neuropathy,http://www.ebi.ac.uk/efo/EFO_1001166,http://www.ebi.ac.uk/efo/efo.owl#,0.5616823277232378
psoriatic arthropathy,Arthropathy,http://purl.obolibrary.org/obo/HP_0003040,http://www.ebi.ac.uk/efo/efo.owl#,0.7289560106826467
psoriatic arthropathy,psoriatic arthritis,http://www.ebi.ac.uk/efo/EFO_0003778,http://www.ebi.ac.uk/efo/efo.owl#,0.6882586830760757
psoriatic arthropathy,neurogenic arthropathy,http://www.ebi.ac.uk/efo/EFO_1001378,http://www.ebi.ac.uk/efo/efo.owl#,0.5662621508047112
rheumatic fever,rheumatic fever,http://www.ebi.ac.uk/efo/EFO_1001160,http://www.ebi.ac.uk/efo/efo.owl#,0.9944333007953949
rheumatic fever,rheumatic fever nodule,http://www.ebi.ac.uk/efo/EFO_1001416,http://www.ebi.ac.uk/efo/efo.owl#,0.8292590265782421
rheumatic fever,rheumatic disease,http://www.ebi.ac.uk/efo/EFO_0005755,http://www.ebi.ac.uk/efo/efo.owl#,0.7100668386671593
chronic fatigue syndrome,chronic fatigue syndrome,http://www.ebi.ac.uk/efo/EFO_0004540,http://www.ebi.ac.uk/efo/efo.owl#,0.981372343135569
chronic fatigue syndrome,chronic pain syndrome,http://purl.obolibrary.org/obo/MONDO_0024317,http://www.ebi.ac.uk/efo/efo.owl#,0.6468240086422596
chronic fatigue syndrome,Fatigue,http://purl.obolibrary.org/obo/HP_0012378,http://www.ebi.ac.uk/efo/efo.owl#,0.6238952269994833
irregular heart beat,Irregular dentition,http://purl.obolibrary.org/obo/HP_0040079,http://www.ebi.ac.uk/efo/efo.owl#,0.6085774631811631
irregular heart beat,irregular respiration,http://www.ebi.ac.uk/efo/EFO_0009841,http://www.ebi.ac.uk/efo/efo.owl#,0.5600827042688183
brain haemorrhage,hemorrhage,http://purl.obolibrary.org/obo/MP_0001914,http://www.ebi.ac.uk/efo/efo.owl#,0.6680033198711594
brain haemorrhage,Retinal hemorrhage,http://purl.obolibrary.org/obo/HP_0000573,http://www.ebi.ac.uk/efo/efo.owl#,0.5624596054227811
brain haemorrhage,eye hemorrhage,http://www.ebi.ac.uk/efo/EFO_0008627,http://www.ebi.ac.uk/efo/efo.owl#,0.5579904841240334
varicose veins,Varicose veins,http://purl.obolibrary.org/obo/HP_0002619,http://www.ebi.ac.uk/efo/efo.owl#,0.9909400995012111
varicose veins,varicose disease,http://purl.obolibrary.org/obo/MONDO_0008638,http://www.ebi.ac.uk/efo/efo.owl#,0.6784110446139513
varicose veins,varicose ulcer,http://www.ebi.ac.uk/efo/EFO_1001923,http://www.ebi.ac.uk/efo/efo.owl#,0.570067319775529
lymphoedema,Lymphedema,http://www.orpha.net/ORDO/Orphanet_79383,http://www.ebi.ac.uk/efo/efo.owl#,0.6946080303078704
lymphoedema,Syndromic lymphedema,http://www.orpha.net/ORDO/Orphanet_89832,http://www.ebi.ac.uk/efo/efo.owl#,0.5901302730016743
lymphoedema,lymphoma,http://www.ebi.ac.uk/efo/EFO_0000574,http://www.ebi.ac.uk/efo/efo.owl#,0.5851394186483359
pneumothorax,pneumothorax,http://purl.obolibrary.org/obo/MONDO_0002076,http://www.ebi.ac.uk/efo/efo.owl#,0.9861182773257272
pneumothorax,Pneumothorax,http://purl.obolibrary.org/obo/HP_0002107,http://www.ebi.ac.uk/efo/efo.owl#,0.9861182773257272
pneumothorax,Spontaneous pneumothorax,http://purl.obolibrary.org/obo/HP_0002108,http://www.ebi.ac.uk/efo/efo.owl#,0.7763244890612286
labyrinthitis,labyrinthitis,http://www.ebi.ac.uk/efo/EFO_0009604,http://www.ebi.ac.uk/efo/efo.owl#,0.9935255992336292
labyrinthitis,bony labyrinth,http://purl.obolibrary.org/obo/UBERON_0001839,http://www.ebi.ac.uk/efo/efo.owl#,0.6925691436306078
vertigo,Vertigo,http://purl.obolibrary.org/obo/HP_0002321,http://www.ebi.ac.uk/efo/efo.owl#,0.9979928188442407
vertigo,peripheral vertigo,http://purl.obolibrary.org/obo/MONDO_0004900,http://www.ebi.ac.uk/efo/efo.owl#,0.7337871558654331
vertigo,lentigo,http://purl.obolibrary.org/obo/MONDO_0021582,http://www.ebi.ac.uk/efo/efo.owl#,0.5994907154556842
pyloric stenosis,pyloric stenosis,http://www.ebi.ac.uk/efo/EFO_0009626,http://www.ebi.ac.uk/efo/efo.owl#,0.99660346890104
pyloric stenosis,infantile hypertrophic pyloric stenosis,http://www.ebi.ac.uk/efo/EFO_0004707,http://www.ebi.ac.uk/efo/efo.owl#,0.6722424510327797
pyloric stenosis,inherited hypertrophic pyloric stenosis,http://purl.obolibrary.org/obo/MONDO_0100239,http://www.ebi.ac.uk/efo/efo.owl#,0.6675903081853198
appendicitis,appendicitis,http://www.ebi.ac.uk/efo/EFO_0007149,http://www.ebi.ac.uk/efo/efo.owl#,0.9948176231178878
appendicitis,appendiceal neoplasm,http://www.ebi.ac.uk/efo/EFO_0003880,http://www.ebi.ac.uk/efo/efo.owl#,0.5641613020214084
appendicitis,Appendicular hypotonia,http://purl.obolibrary.org/obo/HP_0012389,http://www.ebi.ac.uk/efo/efo.owl#,0.5579588487780953
anal fissure,Anal fissure,http://purl.obolibrary.org/obo/HP_0012390,http://www.ebi.ac.uk/efo/efo.owl#,0.9825850923743087
haemorrhoids piles,hemorrhoid,http://www.ebi.ac.uk/efo/EFO_0009552,http://www.ebi.ac.uk/efo/efo.owl#,0.5760252221005737
jaundice,Jaundice,http://purl.obolibrary.org/obo/HP_0000952,http://www.ebi.ac.uk/efo/efo.owl#,0.997247505601133
jaundice,neonatal jaundice,http://www.ebi.ac.uk/efo/EFO_1000739,http://www.ebi.ac.uk/efo/efo.owl#,0.8301613067130663
jaundice,obstructive jaundice,http://www.ebi.ac.uk/efo/EFO_1001068,http://www.ebi.ac.uk/efo/efo.owl#,0.7711152755246067
gastroenteritis dysentry,gastroenteritis,http://www.ebi.ac.uk/efo/EFO_1001463,http://www.ebi.ac.uk/efo/efo.owl#,0.7707770393578577
gastroenteritis dysentry,Salmonella gastroenteritis,http://www.ebi.ac.uk/efo/EFO_0007475,http://www.ebi.ac.uk/efo/efo.owl#,0.568925314521499
gastroenteritis dysentry,dysentery,http://www.ebi.ac.uk/efo/EFO_1001869,http://www.ebi.ac.uk/efo/efo.owl#,0.539629419299821
dyspepsia indigestion,dyspepsia,http://www.ebi.ac.uk/efo/EFO_0008533,http://www.ebi.ac.uk/efo/efo.owl#,0.7384693876630608
dyspepsia indigestion,digestion,http://purl.obolibrary.org/obo/GO_0007586,http://www.ebi.ac.uk/efo/efo.owl#,0.5446719970802733
abdominal hernia,Hernia of the abdominal wall,http://purl.obolibrary.org/obo/HP_0004299,http://www.ebi.ac.uk/efo/efo.owl#,0.7764767976288623
abdominal hernia,Abdominal colic,http://purl.obolibrary.org/obo/HP_0011848,http://www.ebi.ac.uk/efo/efo.owl#,0.6777703069492031
abdominal hernia,Abdominal pain,http://purl.obolibrary.org/obo/HP_0002027,http://www.ebi.ac.uk/efo/efo.owl#,0.6737257638757235
umbilical hernia,Umbilical hernia,http://purl.obolibrary.org/obo/HP_0001537,http://www.ebi.ac.uk/efo/efo.owl#,0.9853876429191115
umbilical hernia,umbilical cord,http://purl.obolibrary.org/obo/UBERON_0002331,http://www.ebi.ac.uk/efo/efo.owl#,0.6986098010160072
umbilical hernia,umbilical vein,http://purl.obolibrary.org/obo/UBERON_0002066,http://www.ebi.ac.uk/efo/efo.owl#,0.6793076634920615
inguinal hernia,Inguinal hernia,http://purl.obolibrary.org/obo/HP_0000023,http://www.ebi.ac.uk/efo/efo.owl#,0.9923432271370429
inguinal hernia,Hernia,http://purl.obolibrary.org/obo/HP_0100790,http://www.ebi.ac.uk/efo/efo.owl#,0.5995203817040569
inguinal hernia,Inguinal freckling,http://purl.obolibrary.org/obo/HP_0030052,http://www.ebi.ac.uk/efo/efo.owl#,0.5205448466537643
cystitis,cystitis,http://www.ebi.ac.uk/efo/EFO_1000025,http://www.ebi.ac.uk/efo/efo.owl#,0.9935586609912592
cystitis,interstitial cystitis,http://www.ebi.ac.uk/efo/EFO_0008507,http://www.ebi.ac.uk/efo/efo.owl#,0.7519177755275327
cystitis,chronic cystitis,http://www.ebi.ac.uk/efo/EFO_1000023,http://www.ebi.ac.uk/efo/efo.owl#,0.7423740561686598
bph benign prostatic hypertrophy,hypertrophy,http://www.ebi.ac.uk/efo/EFO_0002460,http://www.ebi.ac.uk/efo/efo.owl#,0.6316940310825357
bph benign prostatic hypertrophy,benign prostatic hyperplasia,http://www.ebi.ac.uk/efo/EFO_0000284,http://www.ebi.ac.uk/efo/efo.owl#,0.5786147300496682
prostatitis,prostatitis,http://www.ebi.ac.uk/efo/EFO_0003830,http://www.ebi.ac.uk/efo/efo.owl#,0.9935683210205681
prostatitis,prostate disease,http://www.ebi.ac.uk/efo/EFO_0009602,http://www.ebi.ac.uk/efo/efo.owl#,0.5723917730564058
prostatitis,metastatic prostate cancer,http://www.ebi.ac.uk/efo/EFO_0000196,http://www.ebi.ac.uk/efo/efo.owl#,0.5611398973959689
erectile dysfunction impotence,erectile dysfunction,http://www.ebi.ac.uk/efo/EFO_0004234,http://www.ebi.ac.uk/efo/efo.owl#,0.8022219697035837
erectile dysfunction impotence,Impotence,http://purl.obolibrary.org/obo/HP_0000802,http://www.ebi.ac.uk/efo/efo.owl#,0.5839499453797947
erectile dysfunction impotence,ovarian dysfunction,http://www.ebi.ac.uk/efo/EFO_0009003,http://www.ebi.ac.uk/efo/efo.owl#,0.5017459133963619
grave s disease,Graves disease,http://www.ebi.ac.uk/efo/EFO_0004237,http://www.ebi.ac.uk/efo/efo.owl#,0.817069989437843
grave s disease,disease,http://www.ebi.ac.uk/efo/EFO_0000408,http://www.ebi.ac.uk/efo/efo.owl#,0.5376191238634347
trigemminal neuralgia,trigeminal neuralgia,http://www.ebi.ac.uk/efo/EFO_1001219,http://www.ebi.ac.uk/efo/efo.owl#,0.868706578972494
trigemminal neuralgia,neuralgia,http://www.ebi.ac.uk/efo/EFO_0009430,http://www.ebi.ac.uk/efo/efo.owl#,0.6390890165006922
trigemminal neuralgia,trigeminal neural crest,http://purl.obolibrary.org/obo/UBERON_0005563,http://www.ebi.ac.uk/efo/efo.owl#,0.6220101207265207
benign essential tremor,essential tremor,http://www.ebi.ac.uk/efo/EFO_0003108,http://www.ebi.ac.uk/efo/efo.owl#,0.8617653282906207
benign essential tremor,Benign essential blepharospasm,http://www.orpha.net/ORDO/Orphanet_93955,http://www.ebi.ac.uk/efo/efo.owl#,0.577517782032994
benign essential tremor,Tremor,http://purl.obolibrary.org/obo/HP_0001337,http://www.ebi.ac.uk/efo/efo.owl#,0.561826274839557
polio poliomyelitis,poliomyelitis,http://www.ebi.ac.uk/efo/EFO_0007450,http://www.ebi.ac.uk/efo/efo.owl#,0.8954424449840777
polio poliomyelitis,paralytic poliomyelitis,http://purl.obolibrary.org/obo/MONDO_0000341,http://www.ebi.ac.uk/efo/efo.owl#,0.6905955379011225
polio poliomyelitis,Poliosis,http://purl.obolibrary.org/obo/HP_0002290,http://www.ebi.ac.uk/efo/efo.owl#,0.6338253708001246
dry eyes,dry eye syndrome,http://www.ebi.ac.uk/efo/EFO_1000906,http://www.ebi.ac.uk/efo/efo.owl#,0.6680426166830327
dry eyes,Dry skin,http://purl.obolibrary.org/obo/HP_0000958,http://www.ebi.ac.uk/efo/efo.owl#,0.5256905526684141
iritis,iritis,http://www.ebi.ac.uk/efo/EFO_1000997,http://www.ebi.ac.uk/efo/efo.owl#,0.9937039817642461
iritis,iris,http://purl.obolibrary.org/obo/UBERON_0001769,http://www.ebi.ac.uk/efo/efo.owl#,0.7177985869022212
iritis,iris disease,http://purl.obolibrary.org/obo/MONDO_0002289,http://www.ebi.ac.uk/efo/efo.owl#,0.5610049134940918
post natal depression,postpartum depression,http://www.ebi.ac.uk/efo/EFO_0007453,http://www.ebi.ac.uk/efo/efo.owl#,0.5725449590363196
post natal depression,respiratory depression,http://www.ebi.ac.uk/efo/EFO_0009842,http://www.ebi.ac.uk/efo/efo.owl#,0.5015357781731885
disc degeneration,lumbar disc degeneration,http://www.ebi.ac.uk/efo/EFO_0004994,http://www.ebi.ac.uk/efo/efo.owl#,0.7723320974866056
disc degeneration,Intervertebral disc degeneration,http://purl.obolibrary.org/obo/HP_0008419,http://www.ebi.ac.uk/efo/efo.owl#,0.7131702456339513
disc degeneration,retinal degeneration,http://purl.obolibrary.org/obo/MONDO_0004580,http://www.ebi.ac.uk/efo/efo.owl#,0.7000323675443617
back pain,Back pain,http://purl.obolibrary.org/obo/HP_0003418,http://www.ebi.ac.uk/efo/efo.owl#,0.9915597053694287
back pain,Low back pain,http://purl.obolibrary.org/obo/HP_0003419,http://www.ebi.ac.uk/efo/efo.owl#,0.8424031905449253
back pain,pain,http://www.ebi.ac.uk/efo/EFO_0003843,http://www.ebi.ac.uk/efo/efo.owl#,0.6262454712371145
scoliosis,scoliosis,http://www.ebi.ac.uk/efo/EFO_0004273,http://www.ebi.ac.uk/efo/efo.owl#,0.9936770750781023
scoliosis,Thoracic scoliosis,http://purl.obolibrary.org/obo/HP_0002943,http://www.ebi.ac.uk/efo/efo.owl#,0.7279019841280671
scoliosis,idiopathic scoliosis,http://purl.obolibrary.org/obo/MONDO_0000726,http://www.ebi.ac.uk/efo/efo.owl#,0.6768532224067192
spinal stenosis,spinal stenosis,http://www.ebi.ac.uk/efo/EFO_0007490,http://www.ebi.ac.uk/efo/efo.owl#,0.9972934674921107
spinal stenosis,Arterial stenosis,http://purl.obolibrary.org/obo/HP_0100545,http://www.ebi.ac.uk/efo/efo.owl#,0.56969825661239
spinal stenosis,aortic stenosis,http://www.ebi.ac.uk/efo/EFO_0000266,http://www.ebi.ac.uk/efo/efo.owl#,0.5264864914199034
joint pain,joint disease,http://www.ebi.ac.uk/efo/EFO_1000999,http://www.ebi.ac.uk/efo/efo.owl#,0.6423851981248142
joint pain,pain,http://www.ebi.ac.uk/efo/EFO_0003843,http://www.ebi.ac.uk/efo/efo.owl#,0.5993953551645076
joint pain,joint component,http://www.ebi.ac.uk/efo/EFO_0001958,http://www.ebi.ac.uk/efo/efo.owl#,0.5546591159291582
arthritis,arthritis,http://www.ebi.ac.uk/efo/EFO_0005856,http://www.ebi.ac.uk/efo/efo.owl#,0.9971270999947697
arthritis,infective arthritis,http://purl.obolibrary.org/obo/MONDO_0042485,http://www.ebi.ac.uk/efo/efo.owl#,0.749614410027886
arthritis,reactive arthritis,http://www.ebi.ac.uk/efo/EFO_0007460,http://www.ebi.ac.uk/efo/efo.owl#,0.7419341862233247
plantar fascitis,Plantar Fasciitis,http://www.ebi.ac.uk/efo/EFO_1001909,http://www.ebi.ac.uk/efo/efo.owl#,0.7791705169492502
plantar fascitis,plantaris,http://purl.obolibrary.org/obo/UBERON_0011905,http://www.ebi.ac.uk/efo/efo.owl#,0.5248471818287956
plantar fascitis,fasciitis,http://purl.obolibrary.org/obo/MONDO_0004830,http://www.ebi.ac.uk/efo/efo.owl#,0.5201175158185002
carpal tunnel syndrome,carpal tunnel syndrome,http://www.ebi.ac.uk/efo/EFO_0004143,http://www.ebi.ac.uk/efo/efo.owl#,0.9821404849617021
carpal tunnel syndrome,tarsal tunnel syndrome,http://www.ebi.ac.uk/efo/EFO_1001208,http://www.ebi.ac.uk/efo/efo.owl#,0.6889237497656534
carpal tunnel syndrome,Cubital Tunnel Syndrome,http://www.ebi.ac.uk/efo/EFO_1001301,http://www.ebi.ac.uk/efo/efo.owl#,0.6524347524693089
fibromyalgia,fibromyalgia,http://www.ebi.ac.uk/efo/EFO_0005687,http://www.ebi.ac.uk/efo/efo.owl#,0.9917076120852988
fibromyalgia,Myalgia,http://purl.obolibrary.org/obo/HP_0003326,http://www.ebi.ac.uk/efo/efo.owl#,0.7305950774463719
fibromyalgia,fibroma,http://www.ebi.ac.uk/efo/EFO_0002424,http://www.ebi.ac.uk/efo/efo.owl#,0.5253157465759206
dupuytren s contracture,Dupuytren Contracture,http://www.ebi.ac.uk/efo/EFO_0004229,http://www.ebi.ac.uk/efo/efo.owl#,0.9687255062554626
dupuytren s contracture,Familial Dupuytren contracture,http://www.orpha.net/ORDO/Orphanet_79142,http://www.ebi.ac.uk/efo/efo.owl#,0.8781079848494318
dupuytren s contracture,contracture,http://www.ebi.ac.uk/efo/EFO_0003899,http://www.ebi.ac.uk/efo/efo.owl#,0.5607815848464829
acne acne vulgaris,acne,http://www.ebi.ac.uk/efo/EFO_0003894,http://www.ebi.ac.uk/efo/efo.owl#,0.7920994477250881
acne acne vulgaris,Senecio vulgaris subsp. vulgaris,http://purl.obolibrary.org/obo/NCBITaxon_121558,http://www.ebi.ac.uk/efo/efo.owl#,0.5253543890245591
acne acne vulgaris,chloracne,http://www.ebi.ac.uk/efo/EFO_1001777,http://www.ebi.ac.uk/efo/efo.owl#,0.5035172559402565
lichen planus,lichen planus,http://www.ebi.ac.uk/efo/EFO_1000726,http://www.ebi.ac.uk/efo/efo.owl#,0.9983109735315925
lichen planus,oral lichen planus,http://www.ebi.ac.uk/efo/EFO_0008517,http://www.ebi.ac.uk/efo/efo.owl#,0.8999253422127317
lichen planus,"lichen planus, familial",http://purl.obolibrary.org/obo/MONDO_0007902,http://www.ebi.ac.uk/efo/efo.owl#,0.7234444971051209
lichen sclerosis,Vulvar Lichen Sclerosus,http://www.ebi.ac.uk/efo/EFO_1000623,http://www.ebi.ac.uk/efo/efo.owl#,0.6565453606097538
lichen sclerosis,lichen sclerosus et atrophicus,http://purl.obolibrary.org/obo/MONDO_0007899,http://www.ebi.ac.uk/efo/efo.owl#,0.6201896838818486
lichen sclerosis,Sclerosteosis,http://www.orpha.net/ORDO/Orphanet_3152,http://www.ebi.ac.uk/efo/efo.owl#,0.5761568254012306
cervical intra epithelial neoplasia precancerous cells cervix,cervical intraepithelial neoplasia,http://purl.obolibrary.org/obo/MONDO_0022394,http://www.ebi.ac.uk/efo/efo.owl#,0.6875180480523134
cervical intra epithelial neoplasia precancerous cells cervix,Cervical Glandular Intraepithelial Neoplasia,http://www.ebi.ac.uk/efo/EFO_1000165,http://www.ebi.ac.uk/efo/efo.owl#,0.6051872560265313
cervical intra epithelial neoplasia precancerous cells cervix,cervical cancer cell line,http://purl.obolibrary.org/obo/BTO_0001967,http://www.ebi.ac.uk/efo/efo.owl#,0.5669601816593273
menorrhagia,Menorrhagia,http://purl.obolibrary.org/obo/HP_0000132,http://www.ebi.ac.uk/efo/efo.owl#,0.9878267086898151
menorrhagia,obsolete_menorrhagia,http://www.ebi.ac.uk/efo/EFO_0003945,http://www.ebi.ac.uk/efo/efo.owl#,0.7258252679548926
menorrhagia,Metrorrhagia,http://purl.obolibrary.org/obo/HP_0100608,http://www.ebi.ac.uk/efo/efo.owl#,0.6996715106788574
ectopic pregnancy,Ectopic pregnancy,http://purl.obolibrary.org/obo/HP_0031456,http://www.ebi.ac.uk/efo/efo.owl#,0.987742071266729
ectopic pregnancy,pregnancy,http://www.ebi.ac.uk/efo/EFO_0002950,http://www.ebi.ac.uk/efo/efo.owl#,0.682156235497572
ectopic pregnancy,pregnancy test,http://www.ebi.ac.uk/efo/EFO_0009643,http://www.ebi.ac.uk/efo/efo.owl#,0.574113549552333
